,,STOPS MODEL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APC Collected Data (Flagler),,,,,,,,,,,,,,,
FID_1,ID,STATIONSEQ,STATION,STAT_CODE,STAT_GRP,GRP_NAME,DAILYBOARD,STOP_ID1,STOP_ID2,STOP_ID3,STOP_ID4,STOPSTYPE,NEWSTATION,Agency,FGSTP,STOPSTYPEB,PNR_PEN,DIFFGTFX,WALK_PEN,SAMEGTFX,STPID,KNR_PEN,BoardingBC,LAT,LONG,WPenBK,PpenBK,KpenBK,POINT_X,POINT_Y,FID_2,ROUTE,DAY,DIR,STOP,STOPNAME, DAY_ON , DAY_OFF , DAY_TOT , LAT_1 , LONG_1 , key , District , Distance , Difference ,bin,include.lowest
426,10355,8455,NW 7 AV@NW 11 ST,CULMERSN,46,MI_FRG,356,516      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,516,5,393,0,0,10,5,5,-80.206697,25.784596,4540,77,1,0,96,NW 7 AV NW 11 ST, 46 , 466 , 513 , 26 , (80), 77-NW 7 AV NW 11 ST , 13 , 0 , (157),-500 to -100,TRUE
1986,15137,13237,NW 199 ST@NW 5 AV,D199##55,48,MI_GRD,10,6567     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6567,5,11,0,0,10,5,5,-80.20993,25.95683,4651,77,1,1,96,NW 199 ST NW 3 PL, 2 , 10 , 12 , 26 , (80), 77-NW 199 ST NW 3 PL , 10 , 0 , (2),-20 to 0,TRUE
1987,14742,12842,NW 7 AV@NW 199 ST,D7AV1994,48,MI_GRD,12,6134     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6134,5,13,0,0,10,5,5,-80.21389,25.95638,4652,77,1,1,97,NW 7 AV NW 199 ST, 4 , 31 , 35 , 26 , (80), 77-NW 7 AV NW 199 ST , 10 , 0 , (23),-50 to -20,TRUE
3140,15569,13669,NW 7 AV@NW 9 ST,D7AV##94,46,MI_FRG,3,7049     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7049,5,3,0,0,10,5,5,-80.20682,25.78221,4541,77,1,0,97,NW 7 AV NW 9 ST, 4 , 33 , 37 , 26 , (80), 77-NW 7 AV NW 9 ST , 13 , 0 , (34),-50 to -20,TRUE
3141,15570,13670,NW 7 AV@NW 8 ST RD,D7AV##84,46,MI_FRG,1,7050     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7050,5,1,0,0,10,5,5,-80.20678,25.7811,4542,77,1,0,98,NW 7 AV NW 8 ST RD, 1 , 7 , 7 , 26 , (80), 77-NW 7 AV NW 8 ST RD , 13 , 0 , (6),-20 to 0,TRUE
1989,14744,12844,NW 7 AV@# 19520,D7AV1954,48,MI_GRD,7,6136     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6136,5,8,0,0,10,5,5,-80.21375,25.95351,4654,77,1,1,99,NW 7 AV # 19520, 3 , 44 , 47 , 26 , (80), 77-NW 7 AV # 19520 , 10 , 0 , (40),-50 to -20,TRUE
3142,15571,13671,NW 7 AV@NW 6 ST,D7AV##63,46,MI_FRG,14,7051     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7051,5,15,0,0,10,5,5,-80.20673,25.77968,4543,77,1,0,99,NW 7 AV NW 6 ST, 15 , 91 , 106 , 26 , (80), 77-NW 7 AV NW 6 ST , 13 , 0 , (92),-100 to -50,TRUE
1990,14745,12845,NW 7 AV@NW 194 ST,D7AV1944,48,MI_GRD,5,6137     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6137,5,6,0,0,10,5,5,-80.21365,25.95152,4655,77,1,1,100,NW 7 AV NW 194 ST, 1 , 3 , 4 , 26 , (80), 77-NW 7 AV NW 194 ST , 10 , 0 , 1 ,0 to 20,TRUE
3397,16321,14421,NW NORTH RIVER D@NW 6 AV,DNRD##67,44,MI_CBD,55,7863     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7863,5,61,0,0,10,5,5,-80.20413,25.77781,4544,77,1,0,100,NW NORTH RIVER D NW 6 AV, 52 , 49 , 100 , 26 , (80), 77-NW NORTH RIVER D NW 6 AV , 26 , 0 , (45),-50 to -20,TRUE
3396,16320,14420,NW NORTH RIVER D@NW 3 ST,DNRD##31,44,MI_CBD,12,7862     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7862,5,13,0,0,10,5,5,-80.20244,25.77628,4545,77,1,0,101,NW NORTH RIVER D NW 3 ST, 10 , 17 , 28 , 26 , (80), 77-NW NORTH RIVER D NW 3 ST , 26 , 0 , (16),-20 to 0,TRUE
3400,16326,14426,NW NORTH RIVER D@NW 3 ST,DNRD##34,44,MI_CBD,14,7875     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7875,5,15,0,0,10,5,5,-80.20256,25.7762,4545,77,1,0,101,NW NORTH RIVER D NW 3 ST, 10 , 17 , 28 , 26 , (80), 77-NW NORTH RIVER D NW 3 ST , 26 , 0 , (14),-20 to 0,TRUE
1954,14747,12847,NW 7 AV@NW 189 TE,D7AV1893,48,MI_GRD,2,6139     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6139,5,2,0,0,10,5,5,-80.21349,25.94787,4657,77,1,1,102,NW 7 AV NW 189 TE, 0 , 5 , 5 , 26 , (80), 77-NW 7 AV NW 189 TE , 10 , 0 , (3),-20 to 0,TRUE
3395,16319,14419,NW NORTH RIVER D@NW 2 ST,DNRD##21,44,MI_CBD,19,7861     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7861,5,21,0,0,10,5,5,-80.20158,25.77546,4546,77,1,0,102,NW NORTH RIVER D NW 2 ST, 26 , 22 , 48 , 26 , (80), 77-NW NORTH RIVER D NW 2 ST , 26 , 0 , (29),-50 to -20,TRUE
3401,16327,14427,NW NORTH RIVER D@NW 2 ST,DNRD##24,44,MI_CBD,21,7876     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7876,5,23,0,0,10,5,5,-80.20164,25.77534,4546,77,1,0,102,NW NORTH RIVER D NW 2 ST, 26 , 22 , 48 , 26 , (80), 77-NW NORTH RIVER D NW 2 ST , 26 , 0 , (27),-50 to -20,TRUE
1955,14748,12848,NW 7 AV@NW 187 DR,D7AV1873,48,MI_GRD,3,6140     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6140,5,3,0,0,10,5,5,-80.21342,25.94617,4658,77,1,1,103,NW 7 AV NW 187 DR, 3 , 13 , 15 , 26 , (80), 77-NW 7 AV NW 187 DR , 10 , 0 , (12),-20 to 0,TRUE
3394,16328,14428,NW NORTH RIVER D@W FLAGLER ST,DNRDFLS3,44,MI_CBD,2,7877     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7877,5,2,0,0,10,5,5,-80.20073,25.77407,4547,77,1,0,103,NW NORTH RIVER D W FLAGLER S, 1 , 5 , 6 , 26 , (80), 77-NW NORTH RIVER D W FLAGLER S , 26 , 0 , (4),-20 to 0,TRUE
207,10494,8594,NW 183 ST@NW 2 AV,441.183W,48,MI_GRD,180,891      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,891,5,199,0,0,10,5,5,-80.205812,25.942641,4659,77,1,1,104,NW 183 ST NW 2 AV, 10 , 93 , 103 , 26 , (80), 77-NW 183 ST NW 2 AV , 10 , 0 , 77 ,50 to 100,TRUE
3392,15205,13305,SW 2 ST@SW 2 AV,C2ST##25,44,MI_CBD,10,6654     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6654,5,11,0,0,10,5,5,-80.19781,25.77233,4548,77,1,0,104,SW 2 ST SW 2 AV, 5 , 26 , 31 , 26 , (80), 77-SW 2 ST SW 2 AV , 21 , 0 , (21),-50 to -20,TRUE
4890,6422,4522,US 441/NW 183 S - (MIAMI GDN D) (N),1356,48,MI_GRD,0,1356     B,NA,NA,NA,0,0,B,NA,1,0,0,0,0,NA,0,0,0,0,10,5,5,-80.20505,25.94335,4659,77,1,1,104,NW 183 ST NW 2 AV, 10 , 93 , 103 , 26 , (80), 77-NW 183 ST NW 2 AV , 10 , 0 , (103),-500 to -100,TRUE
4915,9522,7622,MIAMI GARDENS D/US 441,5196,48,MI_GRD,0,5196     B,NA,NA,NA,0,0,B,NA,1,0,0,0,0,NA,0,0,0,0,10,5,5,-80.20586,25.9426,4659,77,1,1,104,NW 183 ST NW 2 AV, 10 , 93 , 103 , 26 , (80), 77-NW 183 ST NW 2 AV , 10 , 0 , (103),-500 to -100,TRUE
1966,15080,13180,NW 183 ST@NW 3 AV,D183##37,48,MI_GRD,13,6510     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6510,5,14,0,0,10,5,5,-80.20745,25.94254,4660,77,1,1,105,NW 183 ST NW 3 AV, 1 , 3 , 4 , 26 , (80), 77-NW 183 ST NW 3 AV , 10 , 0 , 9 ,0 to 20,TRUE
1967,15081,13181,NW 183 ST@NW 5 AV,D183##57,48,MI_GRD,10,6511     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6511,5,11,0,0,10,5,5,-80.20894,25.94248,4661,77,1,1,106,NW 183 ST NW 5 AV, 2 , 6 , 8 , 26 , (80), 77-NW 183 ST NW 5 AV , 10 , 0 , 2 ,0 to 20,TRUE
1968,15082,13182,NW 183 ST@NW 6 CT,D183##67,48,MI_GRD,8,6512     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6512,5,9,0,0,10,5,5,-80.21206,25.94237,4662,77,1,1,107,NW 183 ST NW 6 CT, 8 , 33 , 41 , 26 , (80), 77-NW 183 ST NW 6 CT , 10 , 0 , (33),-50 to -20,TRUE
203,10096,8196,NW 7 AV@NW 183 ST,7AVE183S,48,MI_GRD,60,130      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,130,5,66,0,0,10,5,5,-80.213312,25.943235,4663,77,1,1,108,NW 7 AV NW 183 ST, 4 , 321 , 325 , 26 , (80), 77-NW 7 AV NW 183 ST , 10 , 0 , (265),-500 to -100,TRUE
3379,15207,13307,NE 1 ST@NE 3 AV,A1ST##38,44,MI_CBD,59,6659     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6659,5,65,0,0,10,5,5,-80.18897,25.7753,4552,77,1,0,109,NE 1 ST NE 3 AV, 14 , 16 , 30 , 26 , (80), 77-NE 1 ST NE 3 AV , 20 , 0 , 29 ,20 to 50,TRUE
3377,15209,13309,NE 1 ST@NE 1 AV,A1ST##18,44,MI_CBD,316,6661     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6661,5,349,0,0,10,5,5,-80.19239,25.77522,4554,77,1,0,111,NE 1 ST NE 1 AV, 106 , 29 , 135 , 26 , (80), 77-NE 1 ST NE 1 AV , 20 , 0 , 181 ,100 to 500,TRUE
3375,15210,13310,NW 1 ST@N MIAMI AV,D1STNMV8,44,MI_CBD,320,6662     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6662,5,354,0,0,10,5,5,-80.19407,25.77515,4555,77,1,0,112,NW 1 ST N MIAMI AV, 121 , 55 , 176 , 26 , (80), 77-NW 1 ST N MIAMI AV , 20 , 0 , 144 ,100 to 500,TRUE
188,10007,8107,DADELAND NORTH STA@BUS STOP AREA,DADLNORT,50,MI_OTM,2320,7        M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7,5,2563,0,0,10,5,5,-80.305895,25.691337,4849,87,1,0,1,DADELAND NORTH STA BUS STOP, 184 , 1 , 184 , 26 , (80), 87-DADELAND NORTH STA BUS STOP , 9 , 0 ," 2,136 ",500 to 3470,TRUE
519,10577,8677,PALMETTO STATION@NW 77 ST-79 PL,PALMSTAT,49,MI_OTN,134,1250     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1250,5,148,0,0,10,5,5,-80.323774,25.843556,4918,87,1,1,1,PALMETTO STATION NW 77 ST-79, 137 , 1 , 138 , 26 , (80), 87-PALMETTO STATION NW 77 ST-79 , 14 , 0 , (4),-20 to 0,TRUE
4727,17863,15963,NW 79 PL@NW 77 ST,D79L77S4,49,MI_OTN,34,9976     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9976,5,38,0,0,10,5,5,-80.32781,25.84357,4919,87,1,1,2,NW 79 PL NW 77 ST, 54 , 15 , 69 , 26 , (80), 87-NW 79 PL NW 77 ST , 14 , 0 , (35),-50 to -20,TRUE
797,13531,11631,SW 88 ST@DADELAND BD,C88SDAD7,50,MI_OTM,120,4696     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4696,5,133,0,0,10,5,5,-80.312383,25.68883,4851,87,1,0,3,SW 88 ST DADELAND BD, 28 , 1 , 28 , 26 , (80), 87-SW 88 ST DADELAND BD , 17 , 0 , 92 ,50 to 100,TRUE
4728,17864,15964,NW 74 ST@NW 82 PL,D74S#828,49,MI_OTN,0,9980     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9980,5,0,0,0,10,5,5,-80.33219,25.84081,4920,87,1,1,3,NW 74 ST NW 82 PL, -   , 1 , 1 , 26 , (80), 87-NW 74 ST NW 82 PL , 14 , 0 , (1),-20 to 0,TRUE
798,13532,11632,SW 88 ST@7500 BLOCK,C88S#757,50,MI_OTM,132,4697     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4697,5,146,0,0,10,5,5,-80.314644,25.688749,4852,87,1,0,4,SW 88 ST 7500 BLOCK, 28 , 10 , 38 , 26 , (80), 87-SW 88 ST 7500 BLOCK , 17 , 0 , 94 ,50 to 100,TRUE
4724,17850,15950,NW 84 AV@NW 74 ST,D84V#744,49,MI_OTN,6,9947     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9947,5,7,0,0,10,5,5,-80.33424,25.83982,4921,87,1,1,4,NW 84 AV NW 74 ST, 8 , 6 , 14 , 26 , (80), 87-NW 84 AV NW 74 ST , 14 , 0 , (8),-20 to 0,TRUE
793,13533,11633,SW 88 ST@SW 77 AV,C88S#778,50,MI_OTM,63,4698     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4698,5,70,0,0,10,5,5,-80.319573,25.68862,4853,87,1,0,5,SW 88 ST SW 77 AV, 24 , 7 , 31 , 26 , (80), 87-SW 88 ST SW 77 AV , 7 , 0 , 32 ,20 to 50,TRUE
4725,17851,15951,NW 84 AV@NW 68 ST,D84V#683,49,MI_OTN,8,9948     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9948,5,9,0,0,10,5,5,-80.33412,25.83544,4922,87,1,1,5,NW 84 AV NW 68 ST, 6 , 9 , 15 , 26 , (80), 87-NW 84 AV NW 68 ST , 14 , 0 , (7),-20 to 0,TRUE
4723,17852,15952,NW 84 AV@NW 64 ST,D84V#644,49,MI_OTN,6,9949     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9949,5,7,0,0,10,5,5,-80.33401,25.83149,4923,87,1,1,6,NW 84 AV NW 64 ST, 6 , 3 , 8 , 26 , (80), 87-NW 84 AV NW 64 ST , 14 , 0 , (2),-20 to 0,TRUE
4726,17853,15953,NW 84 AV@NW 58 ST,D84V#583,49,MI_OTN,4,9950     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9950,5,4,0,0,10,5,5,-80.33391,25.82663,4924,87,1,1,7,NW 84 AV NW 58 ST, 5 , 6 , 10 , 26 , (80), 87-NW 84 AV NW 58 ST , 14 , 0 , (6),-20 to 0,TRUE
777,13517,11617,KINGS CREEK DR@# 7915,KCKD#791,50,MI_OTM,7,4681     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4681,5,8,0,0,10,5,5,-80.322507,25.69355,4856,87,1,0,8,KINGS CREEK DR # 7915, 7 , 13 , 20 , 26 , (80), 87-KINGS CREEK DR # 7915 , 7 , 0 , (13),-20 to 0,TRUE
788,13528,11628,KINGS CREEK DR@CAMINO CR,KCKDCAM4,50,MI_OTM,14,4692     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4692,5,16,0,0,10,5,5,-80.322633,25.693504,4856,87,1,0,8,KINGS CREEK DR # 7915, 7 , 13 , 20 , 26 , (80), 87-KINGS CREEK DR # 7915 , 7 , 0 , (6),-20 to 0,TRUE
4775,18006,16106,NW 56 ST@# 7972,D56S79V5,49,MI_OTN,6,10275    M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,10275,5,7,0,0,10,5,5,-80.32608,25.82436,4925,87,1,1,8,NW 56 ST # 7972, 4 , 4 , 8 , 26 , (80), 87-NW 56 ST # 7972 , 14 , 0 , (2),-20 to 0,TRUE
569,10930,9030,NW 79 AV@NW 56 ST,D79V#564,49,MI_OTN,3,1758     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1758,5,3,0,0,10,5,5,-80.325797,25.823765,4926,87,1,1,9,NW 79 AV NW 56 ST, 2 , 5 , 7 , 26 , (80), 87-NW 79 AV NW 56 ST , 14 , 0 , (4),-20 to 0,TRUE
778,13518,11618,KINGS CREEK DR@CAMINO REAL,KCKDCAM2,50,MI_OTM,0,4682     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4682,5,0,0,0,10,5,5,-80.323494,25.694239,4857,87,1,0,9,KINGS CREEK DR CAMINO REAL, 0 , 0 , 1 , 26 , (80), 87-KINGS CREEK DR CAMINO REAL , 7 , 0 , (1),-20 to 0,TRUE
787,13527,11627,KINGS CREEK DR@# 8002,KCKD#803,50,MI_OTM,1,4691     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4691,5,1,0,0,10,5,5,-80.323561,25.694096,4857,87,1,0,9,KINGS CREEK DR CAMINO REAL, 0 , 0 , 1 , 26 , (80), 87-KINGS CREEK DR CAMINO REAL , 7 , 0 , 0 ,0 to 20,TRUE
568,10481,8581,NW 53 ST@NW 79 AV,79AV53SE,49,MI_OTN,10,750      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,750,5,11,0,0,10,5,5,-80.326071,25.82173,4927,87,1,1,10,NW 79 AV NW 53 ST, 14 , 10 , 24 , 26 , (80), 87-NW 79 AV NW 53 ST , 14 , 0 , (14),-20 to 0,TRUE
570,10931,9031,NW 79 AV@NW 53 ST,D79V#533,49,MI_OTN,17,1759     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1759,5,19,0,0,10,5,5,-80.325755,25.822078,4927,87,1,1,10,NW 79 AV NW 53 ST, 14 , 10 , 24 , 26 , (80), 87-NW 79 AV NW 53 ST , 14 , 0 , (7),-20 to 0,TRUE
779,13519,11619,KINGS CREEK DR@SW 81 PL,KCKD#817,50,MI_OTM,1,4683     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4683,5,1,0,0,10,5,5,-80.325745,25.694954,4858,87,1,0,10,KINGS CREEK DR SW 81 PL, 0 , 1 , 2 , 26 , (80), 87-KINGS CREEK DR SW 81 PL , 7 , 0 , (1),-20 to 0,TRUE
786,13526,11626,KINGS CREEK DR@SW 81 PL,KCKD#815,50,MI_OTM,1,4690     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4690,5,1,0,0,10,5,5,-80.325995,25.694841,4858,87,1,0,10,KINGS CREEK DR SW 81 PL, 0 , 1 , 2 , 26 , (80), 87-KINGS CREEK DR SW 81 PL , 7 , 0 , (1),-20 to 0,TRUE
573,10961,9061,NW 53 ST@# 8125,D53S#818,49,MI_OTN,1,1806     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1806,5,1,0,0,10,5,5,-80.329456,25.821724,4928,87,1,1,11,NW 53 ST # 8125, 1 , 0 , 1 , 26 , (80), 87-NW 53 ST # 8125 , 14 , 0 , 0 ,0 to 20,TRUE
780,13520,11620,KINGS CREEK DR@APPROX # 8251(82 PL),KCKD#828,50,MI_OTM,0,4684     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4684,5,0,0,0,10,5,5,-80.327639,25.694999,4859,87,1,0,11,KINGS CREEK DR APPROX # 8251, 0 , 2 , 2 , 26 , (80), 87-KINGS CREEK DR APPROX # 8251 , 7 , 0 , (2),-20 to 0,TRUE
785,13525,11625,KINGS CREEK DR@SW 82 PL,KCKD#825,50,MI_OTM,2,4689     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4689,5,2,0,0,10,5,5,-80.32767,25.694867,4859,87,1,0,11,KINGS CREEK DR APPROX # 8251, 0 , 2 , 2 , 26 , (80), 87-KINGS CREEK DR APPROX # 8251 , 7 , 0 , (0),-20 to 0,TRUE
564,10959,9059,NW 53 ST@OP # 8325,D53SO832,49,MI_OTN,2,1804     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1804,5,2,0,0,10,5,5,-80.332178,25.821335,4929,87,1,1,12,NW 53 ST # 8325, 3 , 2 , 4 , 26 , (80), 87-NW 53 ST # 8325 , 14 , 0 , (2),-20 to 0,TRUE
574,10962,9062,NW 53 ST@# 8325,D53S#838,49,MI_OTN,5,1807     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1807,5,5,0,0,10,5,5,-80.332233,25.82154,4929,87,1,1,12,NW 53 ST # 8325, 3 , 2 , 4 , 26 , (80), 87-NW 53 ST # 8325 , 14 , 0 , 1 ,0 to 20,TRUE
781,13521,11621,KINGS CREEK DR@SW 84 AV,KCKD#843,50,MI_OTM,1,4685     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4685,5,1,0,0,10,5,5,-80.330244,25.694368,4860,87,1,0,12,KINGS CREEK DR SW 84 AV, 0 , 2 , 2 , 26 , (80), 87-KINGS CREEK DR SW 84 AV , 7 , 0 , (1),-20 to 0,TRUE
572,10958,9058,NW 53 ST@NW 84 AV,D53S#845,49,MI_OTN,9,1803     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1803,5,10,0,0,10,5,5,-80.334929,25.819701,4930,87,1,1,13,NW 53 ST NW 84 AV, 2 , 3 , 5 , 26 , (80), 87-NW 53 ST NW 84 AV , 14 , 0 , 4 ,0 to 20,TRUE
575,10963,9063,NW 53 ST@NW 84 AV,D53S#848,49,MI_OTN,4,1808     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1808,5,4,0,0,10,5,5,-80.334782,25.819901,4930,87,1,1,13,NW 53 ST NW 84 AV, 2 , 3 , 5 , 26 , (80), 87-NW 53 ST NW 84 AV , 14 , 0 , (1),-20 to 0,TRUE
782,13522,11622,KINGS CREEK DR@SW 87 AV,KCKD87V7,50,MI_OTM,7,4686     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4686,5,8,0,0,10,5,5,-80.333402,25.693656,4861,87,1,0,13,KINGS CREEK DR SW 87 AV, 6 , 4 , 10 , 26 , (80), 87-KINGS CREEK DR SW 87 AV , 7 , 0 , (3),-20 to 0,TRUE
783,13523,11623,KINGS CREEK DR@SW 87 AV,KCKD87V6,50,MI_OTM,2,4687     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4687,5,2,0,0,10,5,5,-80.333237,25.693471,4861,87,1,0,13,KINGS CREEK DR SW 87 AV, 6 , 4 , 10 , 26 , (80), 87-KINGS CREEK DR SW 87 AV , 7 , 0 , (8),-20 to 0,TRUE
566,10213,8313,NW 53 ST@NW 87 AV,DORL53SW,49,MI_OTN,0,289      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,289,5,0,0,0,10,5,5,-80.336932,25.819907,4931,87,1,1,14,NW 53 ST NW 87 AV, 0 , 1 , 1 , 26 , (80), 87-NW 53 ST NW 87 AV , 14 , 0 , (1),-20 to 0,TRUE
567,10214,8314,NW 53 ST@NW 87 AV,DORL53SE,49,MI_OTN,18,290      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,290,5,20,0,0,10,5,5,-80.336367,25.8197,4931,87,1,1,14,NW 53 ST NW 87 AV, 0 , 1 , 1 , 26 , (80), 87-NW 53 ST NW 87 AV , 14 , 0 , 17 ,0 to 20,TRUE
773,13344,11444,SW 87 AV@SNAPPER CREEK EX,C87VSNA1,50,MI_OTM,4,4504     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4504,5,4,0,0,10,5,5,-80.333688,25.695616,4862,87,1,0,14,SW 87 AV SNAPPER CREEK EX, 5 , 5 , 9 , 26 , (80), 87-SW 87 AV SNAPPER CREEK EX , 7 , 0 , (5),-20 to 0,TRUE
1559,13343,11443,SW 87 AV@SNAPPER CREEK EX,C87VSNA3,50,MI_OTM,7,4503     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4503,5,8,0,0,10,5,5,-80.333947,25.695752,4862,87,1,0,14,SW 87 AV SNAPPER CREEK EX, 5 , 5 , 9 , 26 , (80), 87-SW 87 AV SNAPPER CREEK EX , 7 , 0 , (2),-20 to 0,TRUE
774,13345,11445,SW 87 AV@SW 76 ST,C87V#761,50,MI_OTM,4,4505     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4505,5,4,0,0,10,5,5,-80.333866,25.698677,4863,87,1,0,15,SW 87 AV SW 76 ST, 5 , 4 , 9 , 26 , (80), 87-SW 87 AV SW 76 ST , 7 , 0 , (5),-20 to 0,TRUE
578,10945,9045,NW 87 AV@NW 41 ST,D87V#413,49,MI_OTN,10,1784     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1784,5,11,0,0,10,5,5,-80.337578,25.812319,4933,87,1,1,16,NW 87 AV NW 41 ST, 8 , 5 , 12 , 26 , (80), 87-NW 87 AV NW 41 ST , 14 , 0 , (2),-20 to 0,TRUE
772,13499,11599,SW 72 ST@SW 86 AV,C72S#867,50,MI_OTM,2,4659     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4659,5,2,0,0,10,5,5,-80.332912,25.702487,4864,87,1,0,16,SW 87 AV SW 72 ST, 39 , 11 , 51 , 26 , (80), 87-SW 87 AV SW 72 ST , 7 , 0 , (49),-50 to -20,TRUE
775,13346,11446,SW 87 AV@SW 72 ST,C87V#721,50,MI_OTM,35,4506     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4506,5,39,0,0,10,5,5,-80.334005,25.701857,4864,87,1,0,16,SW 87 AV SW 72 ST, 39 , 11 , 51 , 26 , (80), 87-SW 87 AV SW 72 ST , 7 , 0 , (16),-20 to 0,TRUE
776,13500,11600,SW 72 ST@SW 87 AV,C72S87V6,50,MI_OTM,7,4660     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4660,5,8,0,0,10,5,5,-80.332871,25.702215,4864,87,1,0,16,SW 87 AV SW 72 ST, 39 , 11 , 51 , 26 , (80), 87-SW 87 AV SW 72 ST , 7 , 0 , (44),-50 to -20,TRUE
1557,13341,11441,SW 87 AV@SW 72 ST,C87V#724,50,MI_OTM,12,4501     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4501,5,13,0,0,10,5,5,-80.334202,25.701615,4864,87,1,0,16,SW 87 AV SW 72 ST, 39 , 11 , 51 , 26 , (80), 87-SW 87 AV SW 72 ST , 7 , 0 , (39),-50 to -20,TRUE
770,13347,11447,SW 87 AV@SW 70 ST,C87V#701,50,MI_OTM,8,4507     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4507,5,9,0,0,10,5,5,-80.334098,25.703843,4865,87,1,0,17,SW 87 AV SW 70 ST, 11 , 6 , 16 , 26 , (80), 87-SW 87 AV SW 70 ST , 7 , 0 , (8),-20 to 0,TRUE
583,10947,9047,NW 87 AV@OP # 3655,D87VO364,49,MI_OTN,5,1786     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1786,5,6,0,0,10,5,5,-80.337436,25.80749,4935,87,1,1,18,NW 87 AV OP # 3655, 8 , 5 , 13 , 26 , (80), 87-NW 87 AV OP # 3655 , 14 , 0 , (8),-20 to 0,TRUE
